H_agua(min), H_relativa(max), voltaje, medición, H_suelo
1.08, 2.54, 4.00, 1.54, 68.89
1.08, 2.54, 4.00, 1.54, 68.89
1.08, 2.54, 4.00, 1.54, 68.89
1.08, 2.54, 4.00, 1.54, 68.89
1.08, 2.54, 4.00, 1.54, 68.90
1.08, 2.54, 4.00, 1.54, 68.90
1.08, 2.54, 4.00, 1.54, 68.91
1.08, 2.54, 4.00, 1.54, 68.91
1.08, 2.54, 4.00, 1.54, 68.91
1.08, 2.54, 4.00, 1.54, 68.91
1.08, 2.54, 4.00, 1.54, 68.92
1.08, 2.54, 4.00, 1.54, 68.93
1.08, 2.54, 4.00, 1.54, 68.93
1.08, 2.54, 4.00, 1.54, 68.94
1.08, 2.54, 4.00, 1.54, 68.93
1.08, 2.54, 4.00, 1.54, 68.93
1.08, 2.54, 4.00, 1.54, 68.93
1.08, 2.54, 4.00, 1.54, 68.93
1.08, 2.54, 4.00, 1.54, 68.93
1.08, 2.54, 4.00, 1.54, 68.94
1.08, 2.54, 4.00, 1.54, 68.94
1.08, 2.54, 4.00, 1.54, 68.93
1.08, 2.54, 4.00, 1.54, 68.94
1.08, 2.54, 4.00, 1.54, 68.94
1.08, 2.54, 4.00, 1.54, 68.94
1.08, 2.54, 4.00, 1.54, 68.94
1.08, 2.54, 4.00, 1.54, 68.94
1.08, 2.54, 4.00, 1.54, 68.95
1.08, 2.54, 4.00, 1.54, 68.95
1.08, 2.54, 4.00, 1.54, 68.96
1.08, 2.54, 4.00, 1.54, 68.96
1.08, 2.54, 4.00, 1.54, 68.97
1.08, 2.54, 4.00, 1.53, 68.98
1.08, 2.54, 4.00, 1.53, 68.98
1.08, 2.54, 4.00, 1.53, 68.98
1.08, 2.54, 4.00, 1.54, 68.98
1.08, 2.54, 4.00, 1.54, 68.98
1.08, 2.54, 4.00, 1.53, 68.98
1.08, 2.54, 4.00, 1.53, 68.99
1.08, 2.54, 4.00, 1.53, 68.99
1.08, 2.54, 4.00, 1.53, 69.00
1.08, 2.54, 4.00, 1.53, 69.00
1.08, 2.54, 4.00, 1.53, 69.00
1.08, 2.54, 4.00, 1.53, 69.01
1.08, 2.54, 4.00, 1.53, 69.01
1.08, 2.54, 4.00, 1.53, 69.01
1.08, 2.54, 4.00, 1.53, 69.01
1.08, 2.54, 4.00, 1.53, 69.01
1.08, 2.54, 4.00, 1.53, 69.01
1.08, 2.54, 4.00, 1.53, 69.02
1.08, 2.54, 4.00, 1.53, 69.02
1.08, 2.54, 4.00, 1.53, 69.01
1.08, 2.54, 4.00, 1.53, 69.02
1.08, 2.54, 4.00, 1.53, 69.02
1.08, 2.54, 4.00, 1.53, 69.02
1.08, 2.54, 4.00, 1.53, 69.02
1.08, 2.54, 4.00, 1.53, 69.03
1.08, 2.54, 4.00, 1.53, 69.03
1.08, 2.54, 4.00, 1.53, 69.04
1.08, 2.54, 4.00, 1.53, 69.04
1.08, 2.54, 4.00, 1.53, 69.05
1.08, 2.54, 4.00, 1.53, 69.06
1.08, 2.54, 4.00, 1.53, 69.06
1.08, 2.54, 4.00, 1.53, 69.06
1.08, 2.54, 4.00, 1.53, 69.06
1.08, 2.54, 4.00, 1.53, 69.07
1.08, 2.54, 4.00, 1.53, 69.07
1.08, 2.54, 4.00, 1.53, 69.08
1.08, 2.54, 4.00, 1.53, 69.09
1.08, 2.54, 4.00, 1.53, 69.09
1.08, 2.54, 4.00, 1.53, 69.08
1.08, 2.54, 4.00, 1.53, 69.08
1.08, 2.54, 4.00, 1.53, 69.08
1.08, 2.54, 4.00, 1.53, 69.08
1.08, 2.54, 4.00, 1.53, 69.08
1.08, 2.54, 4.00, 1.53, 69.08
1.08, 2.54, 4.00, 1.53, 69.09
1.08, 2.54, 4.00, 1.53, 69.09
1.08, 2.54, 4.00, 1.53, 69.09
1.08, 2.54, 4.00, 1.53, 69.10
1.08, 2.54, 4.00, 1.53, 69.10
1.08, 2.54, 4.00, 1.53, 69.10
1.08, 2.54, 4.00, 1.53, 69.10
1.08, 2.54, 4.00, 1.53, 69.10
1.08, 2.54, 4.00, 1.53, 69.10
1.08, 2.54, 4.00, 1.53, 69.11
1.08, 2.54, 4.00, 1.53, 69.11
1.08, 2.54, 4.00, 1.53, 69.11
1.08, 2.54, 4.00, 1.53, 69.11
1.08, 2.54, 4.00, 1.53, 69.11
1.08, 2.54, 4.00, 1.53, 69.11
1.08, 2.54, 4.00, 1.53, 69.11
1.08, 2.54, 4.00, 1.53, 69.12
1.08, 2.54, 4.00, 1.53, 69.12
1.08, 2.54, 4.00, 1.53, 69.12
1.08, 2.54, 4.00, 1.53, 69.12
1.08, 2.54, 4.00, 1.53, 69.12
1.08, 2.54, 4.00, 1.53, 69.12
1.08, 2.54, 4.00, 1.53, 69.13
1.08, 2.54, 4.00, 1.53, 69.13
1.08, 2.54, 4.00, 1.53, 69.13
1.08, 2.54, 4.00, 1.53, 69.13
1.08, 2.54, 4.00, 1.53, 69.13
1.08, 2.54, 4.00, 1.53, 69.13
1.08, 2.54, 4.00, 1.53, 69.13
1.08, 2.54, 4.00, 1.53, 69.14
1.08, 2.54, 4.00, 1.53, 69.14
1.08, 2.54, 4.00, 1.53, 69.14
1.08, 2.54, 4.00, 1.53, 69.14
1.08, 2.54, 4.00, 1.53, 69.14
1.08, 2.54, 4.00, 1.53, 69.14
1.08, 2.54, 4.00, 1.53, 69.14
1.08, 2.54, 4.00, 1.53, 69.14
1.08, 2.54, 4.00, 1.53, 69.14
1.08, 2.54, 4.00, 1.53, 69.14
1.08, 2.54, 4.00, 1.53, 69.15
1.08, 2.54, 4.00, 1.53, 69.14
1.08, 2.54, 4.00, 1.53, 69.15
1.08, 2.54, 4.00, 1.53, 69.15
1.08, 2.54, 4.00, 1.53, 69.15
1.08, 2.54, 4.00, 1.53, 69.15
1.08, 2.54, 4.00, 1.53, 69.16
1.08, 2.54, 4.00, 1.53, 69.15
1.08, 2.54, 4.00, 1.53, 69.16
1.08, 2.54, 4.00, 1.53, 69.16
1.08, 2.54, 4.00, 1.53, 69.16
1.08, 2.54, 4.00, 1.53, 69.16
1.08, 2.54, 4.00, 1.53, 69.16
1.08, 2.54, 4.00, 1.53, 69.16
1.08, 2.54, 4.00, 1.53, 69.16
1.08, 2.54, 4.00, 1.53, 69.16
1.08, 2.54, 4.00, 1.53, 69.16
1.08, 2.54, 4.00, 1.53, 69.16
1.08, 2.54, 4.00, 1.53, 69.16
1.08, 2.54, 4.00, 1.53, 69.17
1.08, 2.54, 4.00, 1.53, 69.17
1.08, 2.54, 4.00, 1.53, 69.17
1.08, 2.54, 4.00, 1.53, 69.17
1.08, 2.54, 4.00, 1.53, 69.18
1.08, 2.54, 4.00, 1.53, 69.17
1.08, 2.54, 4.00, 1.53, 69.17
1.08, 2.54, 4.00, 1.53, 69.18
1.08, 2.54, 4.00, 1.53, 69.18
1.08, 2.54, 4.00, 1.53, 69.19
1.08, 2.54, 4.00, 1.53, 69.19
1.08, 2.54, 4.00, 1.53, 69.19
1.08, 2.54, 4.00, 1.53, 69.19
1.08, 2.54, 4.00, 1.53, 69.20
1.08, 2.54, 4.00, 1.53, 69.20
1.08, 2.54, 4.00, 1.53, 69.20
1.08, 2.54, 4.00, 1.53, 69.20
1.08, 2.54, 4.00, 1.53, 69.20
1.08, 2.54, 4.00, 1.53, 69.20
1.08, 2.54, 4.00, 1.53, 69.20
1.08, 2.54, 4.00, 1.53, 69.21
1.08, 2.54, 4.00, 1.53, 69.22
1.08, 2.54, 4.00, 1.53, 69.22
1.08, 2.54, 4.00, 1.53, 69.22
1.08, 2.54, 4.00, 1.53, 69.24
1.08, 2.54, 4.00, 1.53, 69.24
1.08, 2.54, 4.00, 1.53, 69.25
1.08, 2.54, 4.00, 1.53, 69.25
1.08, 2.54, 4.00, 1.53, 69.23
1.08, 2.54, 4.00, 1.53, 69.24
1.08, 2.54, 4.00, 1.53, 69.24
1.08, 2.54, 4.00, 1.53, 69.24
1.08, 2.54, 4.00, 1.53, 69.24
1.08, 2.54, 4.00, 1.53, 69.24
1.08, 2.54, 4.00, 1.53, 69.24
1.08, 2.54, 4.00, 1.53, 69.25
1.08, 2.54, 4.00, 1.53, 69.25
1.08, 2.54, 4.00, 1.53, 69.26
1.08, 2.54, 4.00, 1.53, 69.27
1.08, 2.54, 4.00, 1.53, 69.27
1.08, 2.54, 4.00, 1.53, 69.28
1.08, 2.54, 4.00, 1.53, 69.28
1.08, 2.54, 4.00, 1.53, 69.28
1.08, 2.54, 4.00, 1.53, 69.29
1.08, 2.54, 4.00, 1.53, 69.29
1.08, 2.54, 4.00, 1.53, 69.30
1.08, 2.54, 4.00, 1.53, 69.31
1.08, 2.54, 4.00, 1.53, 69.30
1.08, 2.54, 4.00, 1.53, 69.31
1.08, 2.54, 4.00, 1.53, 69.31
1.08, 2.54, 4.00, 1.53, 69.31
1.08, 2.54, 4.00, 1.53, 69.31
1.08, 2.54, 4.00, 1.53, 69.31
1.08, 2.54, 4.00, 1.53, 69.32
1.08, 2.54, 4.00, 1.53, 69.32
1.08, 2.54, 4.00, 1.53, 69.32
1.08, 2.54, 4.00, 1.53, 69.33
1.08, 2.54, 4.00, 1.53, 69.33
1.08, 2.54, 4.00, 1.53, 69.34
1.08, 2.54, 4.00, 1.53, 69.34
1.08, 2.54, 4.00, 1.53, 69.34
1.08, 2.54, 4.00, 1.53, 69.34
1.08, 2.54, 4.00, 1.53, 69.35
1.08, 2.54, 4.00, 1.53, 69.35
1.08, 2.54, 4.00, 1.53, 69.35
1.08, 2.54, 4.00, 1.53, 69.35
1.08, 2.54, 4.00, 1.53, 69.36
1.08, 2.54, 4.00, 1.53, 69.36
1.08, 2.54, 4.00, 1.53, 69.37
1.08, 2.54, 4.00, 1.53, 69.37
1.08, 2.54, 4.00, 1.53, 69.37
1.08, 2.54, 4.00, 1.53, 69.37
1.08, 2.54, 4.00, 1.53, 69.37
1.08, 2.54, 4.00, 1.53, 69.38
1.08, 2.54, 4.00, 1.53, 69.38
1.08, 2.54, 4.00, 1.53, 69.38
1.08, 2.54, 4.00, 1.53, 69.38
1.08, 2.54, 4.00, 1.53, 69.38
1.08, 2.54, 4.00, 1.53, 69.39
1.08, 2.54, 4.00, 1.53, 69.39
1.08, 2.54, 4.00, 1.53, 69.39
1.08, 2.54, 4.00, 1.53, 69.39
1.08, 2.54, 4.00, 1.53, 69.39
1.08, 2.54, 4.00, 1.53, 69.40
1.08, 2.54, 4.00, 1.53, 69.39
1.08, 2.54, 4.00, 1.53, 69.39
1.08, 2.54, 4.00, 1.53, 69.39
1.08, 2.54, 4.00, 1.53, 69.40
1.08, 2.54, 4.00, 1.53, 69.40
1.08, 2.54, 4.00, 1.53, 69.40
1.08, 2.54, 4.00, 1.53, 69.40
1.08, 2.54, 4.00, 1.53, 69.40
1.08, 2.54, 4.00, 1.53, 69.40
1.08, 2.54, 4.00, 1.53, 69.40
1.08, 2.54, 4.00, 1.53, 69.40
1.08, 2.54, 4.00, 1.53, 69.40
1.08, 2.54, 4.00, 1.53, 69.40
1.08, 2.54, 4.00, 1.53, 69.41
1.08, 2.54, 4.00, 1.53, 69.41
1.08, 2.54, 4.00, 1.53, 69.41
1.08, 2.54, 4.00, 1.53, 69.41
1.08, 2.54, 4.00, 1.53, 69.41
1.08, 2.54, 4.00, 1.53, 69.41
1.08, 2.54, 4.00, 1.53, 69.41
1.08, 2.54, 4.00, 1.53, 69.41
1.08, 2.54, 4.00, 1.53, 69.41
1.08, 2.54, 4.00, 1.53, 69.41
1.08, 2.54, 4.00, 1.53, 69.42
1.08, 2.54, 4.00, 1.53, 69.42
1.08, 2.54, 4.00, 1.53, 69.42
1.08, 2.54, 4.00, 1.53, 69.42
1.08, 2.54, 4.00, 1.53, 69.42
1.08, 2.54, 4.00, 1.53, 69.42
1.08, 2.54, 4.00, 1.53, 69.42
1.08, 2.54, 4.00, 1.53, 69.42
1.08, 2.54, 4.00, 1.53, 69.42
1.08, 2.54, 4.00, 1.53, 69.42
1.08, 2.54, 4.00, 1.53, 69.42
1.08, 2.54, 4.00, 1.53, 69.43
1.08, 2.54, 4.00, 1.53, 69.43
1.08, 2.54, 4.00, 1.53, 69.43
1.08, 2.54, 4.00, 1.53, 69.43
1.08, 2.54, 4.00, 1.53, 69.43
1.08, 2.54, 4.00, 1.53, 69.43
1.08, 2.54, 4.00, 1.53, 69.43
1.08, 2.54, 4.00, 1.53, 69.43
1.08, 2.54, 4.00, 1.53, 69.43
1.08, 2.54, 4.00, 1.53, 69.43
1.08, 2.54, 4.00, 1.53, 69.43
1.08, 2.54, 4.00, 1.53, 69.44
1.08, 2.54, 4.00, 1.53, 69.43
1.08, 2.54, 4.00, 1.53, 69.44
1.08, 2.54, 4.00, 1.53, 69.44
1.08, 2.54, 4.00, 1.53, 69.44
1.08, 2.54, 4.00, 1.53, 69.44
1.08, 2.54, 4.00, 1.53, 69.44
1.08, 2.54, 4.00, 1.53, 69.44
1.08, 2.54, 4.00, 1.53, 69.45
1.08, 2.54, 4.00, 1.53, 69.45
1.08, 2.54, 4.00, 1.53, 69.45
1.08, 2.54, 4.00, 1.53, 69.45
1.08, 2.54, 4.00, 1.53, 69.45
1.08, 2.54, 4.00, 1.53, 69.45
1.08, 2.54, 4.00, 1.53, 69.45
1.08, 2.54, 4.00, 1.53, 69.46
1.08, 2.54, 4.00, 1.53, 69.46
1.08, 2.54, 4.00, 1.53, 69.46
1.08, 2.54, 4.00, 1.53, 69.46
1.08, 2.54, 4.00, 1.53, 69.47
1.08, 2.54, 4.00, 1.53, 69.47
1.08, 2.54, 4.00, 1.53, 69.47
1.08, 2.54, 4.00, 1.53, 69.47
1.08, 2.54, 4.00, 1.53, 69.47
1.08, 2.54, 4.00, 1.53, 69.48
1.08, 2.54, 4.00, 1.53, 69.48
1.08, 2.54, 4.00, 1.53, 69.48
1.08, 2.54, 4.00, 1.53, 69.49
1.08, 2.54, 4.00, 1.53, 69.48
1.08, 2.54, 4.00, 1.53, 69.48
1.08, 2.54, 4.00, 1.53, 69.49
1.08, 2.54, 4.00, 1.53, 69.49
1.08, 2.54, 4.00, 1.53, 69.49
1.08, 2.54, 4.00, 1.53, 69.49
1.08, 2.54, 4.00, 1.53, 69.49
1.08, 2.54, 4.00, 1.53, 69.50
1.08, 2.54, 4.00, 1.53, 69.51
1.08, 2.54, 4.00, 1.53, 69.51
1.08, 2.54, 4.00, 1.53, 69.51
1.08, 2.54, 4.00, 1.53, 69.52
1.08, 2.54, 4.00, 1.53, 69.52
1.08, 2.54, 4.00, 1.53, 69.52
1.08, 2.54, 4.00, 1.53, 69.52
1.08, 2.54, 4.00, 1.53, 69.52
1.08, 2.54, 4.00, 1.53, 69.53
1.08, 2.54, 4.00, 1.53, 69.53
1.08, 2.54, 4.00, 1.53, 69.53
1.08, 2.54, 4.00, 1.53, 69.53
1.08, 2.54, 4.00, 1.53, 69.53
1.08, 2.54, 4.00, 1.53, 69.54
1.08, 2.54, 4.00, 1.53, 69.54
1.08, 2.54, 4.00, 1.53, 69.56
1.08, 2.54, 4.00, 1.53, 69.56
1.08, 2.54, 4.00, 1.53, 69.56
1.08, 2.54, 4.00, 1.53, 69.57
1.08, 2.54, 4.00, 1.53, 69.57
1.08, 2.54, 4.00, 1.53, 69.57
1.08, 2.54, 4.00, 1.53, 69.57
1.08, 2.54, 4.00, 1.53, 69.57
1.08, 2.54, 4.00, 1.53, 69.57
1.08, 2.54, 4.00, 1.53, 69.58
1.08, 2.54, 4.00, 1.53, 69.58
1.08, 2.54, 4.00, 1.53, 69.59
1.08, 2.54, 4.00, 1.53, 69.59
1.08, 2.54, 4.00, 1.53, 69.59
1.08, 2.54, 4.00, 1.53, 69.60
1.08, 2.54, 4.00, 1.53, 69.59
1.08, 2.54, 4.00, 1.53, 69.60
1.08, 2.54, 4.00, 1.53, 69.60
1.08, 2.54, 4.00, 1.53, 69.61
1.08, 2.54, 4.00, 1.53, 69.61
1.08, 2.54, 4.00, 1.53, 69.61
1.08, 2.54, 4.00, 1.53, 69.61
1.08, 2.54, 4.00, 1.53, 69.62
1.08, 2.54, 4.00, 1.53, 69.62
1.08, 2.54, 4.00, 1.53, 69.63
1.08, 2.54, 4.00, 1.53, 69.62
1.08, 2.54, 4.00, 1.53, 69.63
1.08, 2.54, 4.00, 1.53, 69.63
1.08, 2.54, 4.00, 1.53, 69.63
1.08, 2.54, 4.00, 1.53, 69.63
1.08, 2.54, 4.00, 1.53, 69.64
1.08, 2.54, 4.00, 1.53, 69.64
1.08, 2.54, 4.00, 1.53, 69.65
1.08, 2.54, 4.00, 1.53, 69.64
1.08, 2.54, 4.00, 1.53, 69.64
1.08, 2.54, 4.00, 1.53, 69.64
1.08, 2.54, 4.00, 1.53, 69.65
1.08, 2.54, 4.00, 1.53, 69.65
1.08, 2.54, 4.00, 1.53, 69.65
1.08, 2.54, 4.00, 1.53, 69.65
1.08, 2.54, 4.00, 1.53, 69.65
1.08, 2.54, 4.00, 1.53, 69.65
1.08, 2.54, 4.00, 1.53, 69.65
1.08, 2.54, 4.00, 1.53, 69.65
1.08, 2.54, 4.00, 1.53, 69.66
1.08, 2.54, 4.00, 1.53, 69.66
1.08, 2.54, 4.00, 1.53, 69.66
1.08, 2.54, 4.00, 1.53, 69.66
1.08, 2.54, 4.00, 1.53, 69.66
1.08, 2.54, 4.00, 1.53, 69.66
1.08, 2.54, 4.00, 1.53, 69.66
1.08, 2.54, 4.00, 1.52, 69.67
1.08, 2.54, 4.00, 1.52, 69.67
1.08, 2.54, 4.00, 1.52, 69.67
1.08, 2.54, 4.00, 1.52, 69.67
1.08, 2.54, 4.00, 1.52, 69.67
1.08, 2.54, 4.00, 1.52, 69.67
1.08, 2.54, 4.00, 1.52, 69.68
1.08, 2.54, 4.00, 1.52, 69.68
1.08, 2.54, 4.00, 1.52, 69.68
1.08, 2.54, 4.00, 1.52, 69.68
1.08, 2.54, 4.00, 1.52, 69.67
1.08, 2.54, 4.00, 1.52, 69.68
1.08, 2.54, 4.00, 1.52, 69.68
1.08, 2.54, 4.00, 1.52, 69.68
1.08, 2.54, 4.00, 1.52, 69.68
1.08, 2.54, 4.00, 1.52, 69.68
1.08, 2.54, 4.00, 1.52, 69.68
1.08, 2.54, 4.00, 1.52, 69.68
1.08, 2.54, 4.00, 1.52, 69.69
1.08, 2.54, 4.00, 1.52, 69.68
1.08, 2.54, 4.00, 1.52, 69.69
1.08, 2.54, 4.00, 1.52, 69.69
1.08, 2.54, 4.00, 1.52, 69.68
1.08, 2.54, 4.00, 1.52, 69.69
1.08, 2.54, 4.00, 1.52, 69.69
1.08, 2.54, 4.00, 1.52, 69.69
1.08, 2.54, 4.00, 1.52, 69.69
1.08, 2.54, 4.00, 1.52, 69.69
1.08, 2.54, 4.00, 1.52, 69.69
1.08, 2.54, 4.00, 1.52, 69.69
1.08, 2.54, 4.00, 1.52, 69.69
1.08, 2.54, 4.00, 1.52, 69.69
1.08, 2.54, 4.00, 1.52, 69.69
1.08, 2.54, 4.00, 1.52, 69.69
1.08, 2.54, 4.00, 1.52, 69.69
1.08, 2.54, 4.00, 1.52, 69.70
1.08, 2.54, 4.00, 1.52, 69.70
1.08, 2.54, 4.00, 1.52, 69.70
1.08, 2.54, 4.00, 1.52, 69.70
1.08, 2.54, 4.00, 1.52, 69.70
1.08, 2.54, 4.00, 1.52, 69.70
1.08, 2.54, 4.00, 1.52, 69.71
1.08, 2.54, 4.00, 1.52, 69.71
1.08, 2.54, 4.00, 1.52, 69.71
1.08, 2.54, 4.00, 1.52, 69.71
1.08, 2.54, 4.00, 1.52, 69.71
1.08, 2.54, 4.00, 1.52, 69.71
1.08, 2.54, 4.00, 1.52, 69.71
1.08, 2.54, 4.00, 1.52, 69.71
1.08, 2.54, 4.00, 1.52, 69.71
1.08, 2.54, 4.00, 1.52, 69.71
1.08, 2.54, 4.00, 1.52, 69.72
1.08, 2.54, 4.00, 1.52, 69.72
1.08, 2.54, 4.00, 1.52, 69.72
1.08, 2.54, 4.00, 1.52, 69.72
1.08, 2.54, 4.00, 1.52, 69.72
1.08, 2.54, 4.00, 1.52, 69.72
1.08, 2.54, 4.00, 1.52, 69.72
1.08, 2.54, 4.00, 1.52, 69.72
1.08, 2.54, 4.00, 1.52, 69.72
1.08, 2.54, 4.00, 1.52, 69.73
1.08, 2.54, 4.00, 1.52, 69.73
1.08, 2.54, 4.00, 1.52, 69.73
1.08, 2.54, 4.00, 1.52, 69.73
1.08, 2.54, 4.00, 1.52, 69.74
1.08, 2.54, 4.00, 1.52, 69.75
1.08, 2.54, 4.00, 1.52, 69.75
1.08, 2.54, 4.00, 1.52, 69.75
1.08, 2.54, 4.00, 1.52, 69.75
1.08, 2.54, 4.00, 1.52, 69.76
1.08, 2.54, 4.00, 1.52, 69.75
1.08, 2.54, 4.00, 1.52, 69.76
1.08, 2.54, 4.00, 1.52, 69.76
1.08, 2.54, 4.00, 1.52, 69.76
1.08, 2.54, 4.00, 1.52, 69.77
1.08, 2.54, 4.00, 1.52, 69.77
1.08, 2.54, 4.00, 1.52, 69.78
1.08, 2.54, 4.00, 1.52, 69.78
1.08, 2.54, 4.00, 1.52, 69.78
1.08, 2.54, 4.00, 1.52, 69.78
1.08, 2.54, 4.00, 1.52, 69.78
1.08, 2.54, 4.00, 1.52, 69.79
1.08, 2.54, 4.00, 1.52, 69.79
1.08, 2.54, 4.00, 1.52, 69.79
1.08, 2.54, 4.00, 1.52, 69.80
1.08, 2.54, 4.00, 1.52, 69.80
1.08, 2.54, 4.00, 1.52, 69.80
1.08, 2.54, 4.00, 1.52, 69.80
1.08, 2.54, 4.00, 1.52, 69.81
1.08, 2.54, 4.00, 1.52, 69.82
1.08, 2.54, 4.00, 1.52, 69.82
1.08, 2.54, 4.00, 1.52, 69.82
1.08, 2.54, 4.00, 1.52, 69.83
1.08, 2.54, 4.00, 1.52, 69.84
1.08, 2.54, 4.00, 1.52, 69.83
1.08, 2.54, 4.00, 1.52, 69.84
1.08, 2.54, 4.00, 1.52, 69.84
1.08, 2.54, 4.00, 1.52, 69.85
1.08, 2.54, 4.00, 1.52, 69.85
1.08, 2.54, 4.00, 1.52, 69.85
1.08, 2.54, 4.00, 1.52, 69.86
1.08, 2.54, 4.00, 1.52, 69.86
1.08, 2.54, 4.00, 1.52, 69.86
1.08, 2.54, 4.00, 1.52, 69.86
1.08, 2.54, 4.00, 1.52, 69.86
1.08, 2.54, 4.00, 1.52, 69.86
1.08, 2.54, 4.00, 1.52, 69.86
1.08, 2.54, 4.00, 1.52, 69.87
1.08, 2.54, 4.00, 1.52, 69.87
1.08, 2.54, 4.00, 1.52, 69.87
1.08, 2.54, 4.00, 1.52, 69.87
1.08, 2.54, 4.00, 1.52, 69.88
1.08, 2.54, 4.00, 1.52, 69.88
1.08, 2.54, 4.00, 1.52, 69.88
1.08, 2.54, 4.00, 1.52, 69.88
1.08, 2.54, 4.00, 1.52, 69.88
1.08, 2.54, 4.00, 1.52, 69.89
1.08, 2.54, 4.00, 1.52, 69.89
1.08, 2.54, 4.00, 1.52, 69.89
1.08, 2.54, 4.00, 1.52, 69.89
1.08, 2.54, 4.00, 1.52, 69.90
1.08, 2.54, 4.00, 1.52, 69.89
1.08, 2.54, 4.00, 1.52, 69.90
1.08, 2.54, 4.00, 1.52, 69.90
1.08, 2.54, 4.00, 1.52, 69.90
1.08, 2.54, 4.00, 1.52, 69.90
1.08, 2.54, 4.00, 1.52, 69.90
1.08, 2.54, 4.00, 1.52, 69.90
1.08, 2.54, 4.00, 1.52, 69.90
1.08, 2.54, 4.00, 1.52, 69.90
1.08, 2.54, 4.00, 1.52, 69.91
1.08, 2.54, 4.00, 1.52, 69.91
1.08, 2.54, 4.00, 1.52, 69.91
1.08, 2.54, 4.00, 1.52, 69.90
1.08, 2.54, 4.00, 1.52, 69.91
1.08, 2.54, 4.00, 1.52, 69.91
1.08, 2.54, 4.00, 1.52, 69.91
1.08, 2.54, 4.00, 1.52, 69.91
1.08, 2.54, 4.00, 1.52, 69.91
1.08, 2.54, 4.00, 1.52, 69.92
1.08, 2.54, 4.00, 1.52, 69.92
1.08, 2.54, 4.00, 1.52, 69.92
1.08, 2.54, 4.00, 1.52, 69.92
1.08, 2.54, 4.00, 1.52, 69.92
1.08, 2.54, 4.00, 1.52, 69.92
1.08, 2.54, 4.00, 1.52, 69.92
1.08, 2.54, 4.00, 1.52, 69.92
1.08, 2.54, 4.00, 1.52, 69.92
1.08, 2.54, 4.00, 1.52, 69.93
1.08, 2.54, 4.00, 1.52, 69.93
1.08, 2.54, 4.00, 1.52, 69.93
1.08, 2.54, 4.00, 1.52, 69.93
1.08, 2.54, 4.00, 1.52, 69.93
1.08, 2.54, 4.00, 1.52, 69.93
1.08, 2.54, 4.00, 1.52, 69.93
1.08, 2.54, 4.00, 1.52, 69.94
1.08, 2.54, 4.00, 1.52, 69.94
1.08, 2.54, 4.00, 1.52, 69.94
1.08, 2.54, 4.00, 1.52, 69.94
1.08, 2.54, 4.00, 1.52, 69.94
1.08, 2.54, 4.00, 1.52, 69.94
1.08, 2.54, 4.00, 1.52, 69.94
1.08, 2.54, 4.00, 1.52, 69.94
1.08, 2.54, 4.00, 1.52, 69.94
1.08, 2.54, 4.00, 1.52, 69.94
1.08, 2.54, 4.00, 1.52, 69.94
1.08, 2.54, 4.00, 1.52, 69.94
1.08, 2.54, 4.00, 1.52, 69.95
1.08, 2.54, 4.00, 1.52, 69.94
1.08, 2.54, 4.00, 1.52, 69.94
1.08, 2.54, 4.00, 1.52, 69.94
1.08, 2.54, 4.00, 1.52, 69.95
1.08, 2.54, 4.00, 1.52, 69.95
1.08, 2.54, 4.00, 1.52, 69.95
1.08, 2.54, 4.00, 1.52, 69.95
1.08, 2.54, 4.00, 1.52, 69.95
1.08, 2.54, 4.00, 1.52, 69.95
1.08, 2.54, 4.00, 1.52, 69.96
1.08, 2.54, 4.00, 1.52, 69.96
1.08, 2.54, 4.00, 1.52, 69.96
1.08, 2.54, 4.00, 1.52, 69.96
1.08, 2.54, 4.00, 1.52, 69.96
1.08, 2.54, 4.00, 1.52, 69.96
1.08, 2.54, 4.00, 1.52, 69.96
1.08, 2.54, 4.00, 1.52, 69.97
1.08, 2.54, 4.00, 1.52, 69.97
1.08, 2.54, 4.00, 1.52, 69.96
1.08, 2.54, 4.00, 1.52, 69.96
1.08, 2.54, 4.00, 1.52, 69.97
1.08, 2.54, 4.00, 1.52, 69.97
1.08, 2.54, 4.00, 1.52, 69.97
1.08, 2.54, 4.00, 1.52, 69.97
1.08, 2.54, 4.00, 1.52, 69.97
1.08, 2.54, 4.00, 1.52, 69.97
1.08, 2.54, 4.00, 1.52, 69.98
1.08, 2.54, 4.00, 1.52, 69.98
1.08, 2.54, 4.00, 1.52, 69.98
1.08, 2.54, 4.00, 1.52, 69.98
1.08, 2.54, 4.00, 1.52, 69.98
1.08, 2.54, 4.00, 1.52, 69.98
1.08, 2.54, 4.00, 1.52, 69.99
1.08, 2.54, 4.00, 1.52, 69.99
1.08, 2.54, 4.00, 1.52, 69.99
1.08, 2.54, 4.00, 1.52, 69.99
1.08, 2.54, 4.00, 1.52, 69.99
1.08, 2.54, 4.00, 1.52, 69.99
1.08, 2.54, 4.00, 1.52, 70.00
1.08, 2.54, 4.00, 1.52, 70.00
1.08, 2.54, 4.00, 1.52, 70.01
1.08, 2.54, 4.00, 1.52, 70.01
1.08, 2.54, 4.00, 1.52, 70.01
1.08, 2.54, 4.00, 1.52, 70.01
1.08, 2.54, 4.00, 1.52, 70.01
1.08, 2.54, 4.00, 1.52, 70.01
1.08, 2.54, 4.00, 1.52, 70.01
1.08, 2.54, 4.00, 1.52, 70.01
1.08, 2.54, 4.00, 1.52, 70.01
